Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Pakistan,PAK,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69132303,5.008226665,3.915526677,3.502994151,4.031661428,5.740057815,1.450493687,3.724605928,6.886130914,3.397863321,0.510426475,5.937784059,2.319160871,0.894730564,0.967897598,4.982895566,5.905807511,6.205196238,6.19434154,3.521907551,4.641380907,-0.127731776,5.973416053,3.087610055,3.835457391,2.967431286,4.623652367,5.97566168,6.283295586,7.508776865,5.515389073,,
Pakistan,PAK,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,63964383417,71442666106,75020676760,77958131371,80689000153,83942107449,88760432948,90047897425,93401826751,99833598817,1.03E+11,1.04E+11,1.10E+11,1.12E+11,1.13E+11,1.15E+11,1.20E+11,1.27E+11,1.35E+11,1.44E+11,1.49E+11,1.56E+11,1.55E+11,1.65E+11,1.70E+11,1.76E+11,1.82E+11,1.90E+11,2.01E+11,2.14E+11,2.30E+11,2.43E+11,,
Pakistan,PAK,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,8916499046,9871066195,8579751892,5955189757,8280339555,10489146222,12493950665,14398290576,17688980790,19706720613,23643562986,28077294026,30577433292,29357993500,31421178821,30918244694,29957796277,32496186608,36867986421,38205414439,38024743773,42470553321,44488190168,47143305133,47311650956,55600617620,57208168461,56073642488,55792810690,56557813758,65546677478,64159033041,65280944863,77453955471,90484570807,1.01E+11,1.26E+11,1.40E+11,1.57E+11,1.59E+11,1.70E+11,2.06E+11,2.19E+11,2.26E+11,2.41E+11,2.70E+11,2.79E+11,3.04E+11,,
Pakistan,PAK,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.202165629,1.79360145,0.810100099,0.488667225,1.091611724,2.832278598,-1.300989355,0.901392252,3.937942189,0.497306904,-2.333417101,2.963519308,-0.471890562,-1.741308025,-1.546176624,2.475868103,3.454391468,3.78414559,3.783458368,1.174923239,2.280841496,-2.362510474,3.63290868,0.847438983,1.617647583,0.800732206,2.44574347,3.781393179,4.087494465,5.291140521,3.348506947,,
Pakistan,PAK,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,671.7862677,726.8872901,739.9247511,745.9188822,749.5639433,757.7462712,779.2077567,769.0703467,776.0026872,806.5612244,810.5723091,791.6582762,815.1192221,811.2727514,797.1459938,784.8207088,804.2518344,832.0338412,863.5192131,896.190103,906.7196488,927.4004868,905.4905532,938.3861981,946.3384485,961.6468696,969.3470858,993.0548288,1030.606136,1072.732105,1129.491868,1167.312982,,
Pakistan,PAK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,153.357123,165.2490493,139.7763792,94.3779052,127.5743353,156.9834852,181.5075616,202.9123747,241.6617954,260.8049979,302.9115623,348.0061266,366.4970043,340.2407762,352.2012506,335.3697612,314.6319104,330.6296686,363.626894,365.5569923,353.2324955,383.3821236,390.551755,402.63592,393.0754842,449.2004972,449.222516,427.8554986,413.7605533,407.9925582,460.4821545,439.5104492,436.5167223,505.9262459,577.5683516,630.0488226,765.2302172,832.9890745,914.0925554,906.5952813,946.3384485,1124.163799,1167.396139,1182.608436,1234.066479,1353.993946,1371.475045,1460.767136,,
Pakistan,PAK,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,,,,,,7.514060386,11.94724829,16.44507118,14.6188658,16.98563652,16.58666256,16.74992138,20.37663997,17.4126697,14.80049688,12.33875401,17.40979409,13.14012581,13.11109526,13.04098503,17.69159875,16.14561368,11.09242104,13.99501969,12.48391097,9.697414152,9.913821019,11.19509097,9.603727395,10.43984455,12.05333666,15.10359113,16.70999972,16.61194862,14.59119324,10.79695942,10.78190972,7.283183095,11.45995417,12.46883698,12.51942272,11.92851886,13.40215651,14.78568376,16.45127508,16.18276245,13.46327424,,
Pakistan,PAK,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,,1019498605,1888896159,3156839054,3115797131,4348528835,5041139024,5549034824,6478520170,5935981026,4983627952,4045788064,6175400321,5273146193,5458480510,5442692686,8230264734,7934131980,5752854793,7281238129,7626717259,6119747370,6140204427,6899094709,5995256026,7623743019,8602941717,10978969134,14343325113,16611948622,16342136425,15115743195,16711960063,12599906755,19825720717,22942660036,27918312659,28151304499,32567240315,38147064092,47215159467,47900976845,43351743065,,
Pakistan,PAK,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37882341,16.09062001,14.52893416,9.417713018,12.30336792,10.75199012,7.906994117,8.022949949,9.285962032,7.704035052,8.59157828,10.2651824,13.43664473,15.18731987,15.19483333,13.31955157,9.597175574,9.643945343,6.121434702,10.35289886,11.40318002,11.51372212,10.9977012,12.50458045,13.91265092,15.59573401,15.35995269,12.67579017,,
Pakistan,PAK,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4748984743,7485477392,7139677897,4884302110,6401116511,6568645744,4989866958,4969078290,5722573557,4809347524,6274038337,7326665503,9767247174,13036305811,15194833332,14917897753,13436045803,14948115281,10590082035,17910515025,20981851243,25675600326,25954574839,30386130486,35894639373,44759756596,45465459975,40816044359,,
Pakistan,PAK,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,0.398163953,0.38396227,0.387747987,0.64440728,0.555732874,0.536088119,0.483437096,0.484521619,0.471525918,0.509969579,0.541450057,0.551255824,0.60068165,0.724363488,0.765499557,0.906767153,1.024897809,1.084045702,1.109735616,1.200418202,1.438279326,1.364810494,1.453260668,1.55586985,1.779513731,1.581367549,1.794336816,1.917667182,2.068759193,2.203520263,2.10737645,2.306709618,2.492178963,2.315449282,2.336357116,2.293412475,2.085758292,2.158089251,2.034735987,2.106141929,2.101290784,1.827391275,1.82841334,1.870401716,1.877381463,1.81245941,1.900802,1.921366788,,
Pakistan,PAK,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,40383289.78,41341657.82,36302212.48,41881292.56,50258460.27,61298698.11,65592159.25,76604336.21,90515353.65,108692546.5,138617777.5,167541676.2,198998151.7,230303105.6,260958883.7,305326920.2,336056567.5,384520123.7,445338060.1,499764453.8,600270021.7,634920101.6,714148261.6,806919724.3,925833869.3,966094937,1132352175,1187722524,1274895010,1375577168,1538921046,1646389623,1811592732,1987507025,2336357116,2568621972,2920061609,3345038338,3520093258,3643625538,3866375043,4075082543,4315055484,4545076170,4843644175,5201758505,5626373919,6186801057,,
Pakistan,PAK,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,11.94643585,8.199137373,8.217277946,7.998413991,8.073672622,7.605601261,7.50360932,7.915174435,7.037354431,7.006912465,7.019918742,7.217868474,7.279055247,7.236515423,7.401872147,7.485813625,7.916890113,7.595685395,7.497981288,7.427050978,7.513245491,7.773118196,8.621403223,8.422296945,8.394998388,8.325596988,8.45373797,8.627214342,8.850872252,8.51686816,9.084564718,8.94885157,8.880604146,8.442103762,8.106084998,8.032044283,8.456331355,8.129775607,7.657826594,6.635988968,6.250420394,5.460741206,5.350272481,5.138311125,4.884846971,4.885895263,4.922937135,4.875420244,,
Pakistan,PAK,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,1211652580,882810522,769327966.3,519832607.4,730153593.1,869658250.8,1018080617,1251413064,1350909038,1493420765,1797184288,2193707041,2411457948,2300767505,2523299034,2520625512,2595890921,2694253464,3008947712,3092069138,3135674659,3616113019,4236652280,4368050148,4367695346,5086304636,5334900613,5343334280,5454444820,5316769527,6634043881,6387148278,6455410372,7246429739,8106084998,8995889597,11838863897,12601152191,13248040008,11480260915,11500773525,12177452890,12626643055,12486096035,12602905184,14022519404,14571893920,15698853187,,
Pakistan,PAK,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,1.0060104,1,1.2,1.3,1.4,1.4,1.5,1.5,1.6,1.5,1.5,1.3,1.3,1.3,1.4,1.7,1.8,2.1,1.9083271,1.8,1.9,2,2.1,2,2.3,2.4,2.4,2.4,2.3258377,2.34,2.176,2.012,1.848,1.684,1.52,1.71,1.94,1.91,2.02,1.85,1.51,1.45,1.619020722,1.788041444,1.864388565,1.945868864,2.027349164,2.027349164,,
Pakistan,PAK,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,102033369,107671146.6,112347856,84489548.85,126610909.1,160082222.2,203518181.8,237154545.5,307140202,319703030.3,384018181.8,395105447.5,430673380.8,413320166.2,477260154.9,572424533.3,590206961.6,744887654.1,765813655.8,749385518.4,792970475.8,930415035,1031963076,1037258643,1196629092,1466216914,1514568055,1486459217,1433322393,1460776480,1589033700,1436043746,1343331847,1445491316,1520000000,1915200000,2716000000,2960500000,3494600000,3200500000,2778400000,3233500000,3820888903,4344940708,4810122498,5584643641,6000953524,6528064307,,
Pakistan,PAK,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0,0.016767252,0.01814523,0.040215945,0.082701144,0.135936066,0.139784789,0.205065675,0.129117239,0.270599203,0.358143956,0.194531724,0.135047757,0.218626719,0.253900805,0.559746872,0.47849308,0.585539181,0.433574976,0.599376124,1.101907772,0.695112836,0.608700668,0.475018067,0.496484231,0.483056531,0.68958901,0.63603258,0.410277348,0.654648932,0.977285362,0.950794892,1.073561714,1.11888198,1.265939577,1.651633477,1.709160374,1.449778455,1.439468203,1.190736469,1.148639614,1.835028291,1.779581594,1.592775424,1.513404704,0.839828809,0.508455379,0.601813612,,
Pakistan,PAK,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,0,1805349.24,1698814.768,2613713.141,7479190.71,15543533.99,18965830.77,32421504.55,24785684.26,57674256.74,91689193.9,59123495.16,44739595.44,69509870.51,86554812.43,188478142.5,156894415,207695669.8,173994090.3,249535437.6,459884384.3,323371717,299122196.8,246358297.7,258307597.8,295110690.1,435178952,393931871.2,252837809.6,408673402.9,713666991.9,678619810.4,780384004.4,960412225,1265939577,1849829494,2392824524,2247156606,2490279992,2059974092,2113496890,4092113090,4199812563,3870444279,3904584136,2410308682,1505027921,1937839830,,
Pakistan,PAK,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,14.4127224,19.8627338,23.16855175,21.16777585,23.67379145,23.45629604,23.75174025,27.4624372,24.60695006,22.18552523,20.1990343,24.78003534,20.47038908,20.74333233,21.4699288,25.76262803,24.96734126,19.74848403,22.53842134,20.65454131,18.43910325,18.89638272,20.4035848,18.86797666,20.61253922,22.45665209,25.94182497,27.10745068,26.90607484,25.04864007,21.32437309,20.8498194,16.56249192,19.78288568,20.76096934,20.45724448,19.4993186,20.38439106,21.3606247,22.22797929,21.72732839,19.06792891,,
Pakistan,PAK,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,4.69E-06,1.45E-06,5.41E-07,7.79E-07,4.75E-06,3.46E-06,0,9.07E-06,0,6.35E-06,0,0,1.69E-05,1.62E-05,1.50E-05,2.62E-05,1.34E-05,1.01E-05,9.15E-06,7.43E-06,1.10E-05,0,0,0,0,0.006445896,0.002374993,7.07E-06,6.59E-06,1.28E-05,1.15E-05,1.25E-05,8.25E-06,0.001517152,0.011713484,0.02004398,0.040400438,0.0374258,0.034306706,0.023166656,0.037573576,0.039134975,0.030115625,0.01847528,0.014833998,0.010252013,0.009826402,0.011317539,,
Pakistan,PAK,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,476.1340096,156.3019313,50.60805518,50.60408062,429.230631,395.8271593,0,1433.762472,0,1354.265338,0,0,5611.599731,5159.797061,5129.974328,8809.946822,4398.08234,3584.894776,3671.511442,3094.364568,4580.215865,0,0,0,0,3937950.58,1498786.787,4376.480437,4058.184488,8013.535448,8388.252861,8902.076619,5995.359942,1302274.176,11713483.52,22449257.82,56560613.02,58009989.52,59350600.71,40078315.5,69135380.01,87270993.48,71072875.43,44894929.46,38271714.11,29423278.11,29086151.2,36442474.33,,
Pakistan,PAK,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,,,,,,,,,,0.140258302,0.122947898,0.141433697,0.371949085,0.366481077,0.661509808,0.411615603,1.015789452,0.814600219,0.532028001,0.626786133,0.40050918,0.422081973,0.424918321,0.426908658,0.692447577,0.718492369,0.790510156,0.630873464,0.80476789,1.377418953,0.933100587,0.847063679,0.677896197,0.668889535,0.663665807,0.893614308,0.837680176,0.614700085,0.883860846,1.156753502,1.159754247,1.313450731,1.323897918,1.409344195,1.789963305,1.890046874,1.6880837,1.646762857,1.380953881,1.468907654,2.115556356,2.009188998,1.779737666,1.695925937,1.029469944,0.729178214,0.811335463,,
Pakistan,PAK,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,0.140253607,0.106179194,0.123287927,0.331732361,0.283775187,0.52557028,0.271830814,0.810714709,0.68548298,0.261422444,0.268642176,0.205977457,0.287017277,0.206275373,0.172992805,0.132674541,0.239985875,0.204960868,0.197289339,0.205384333,0.275500207,0.23798775,0.238363011,0.20287813,0.172405304,0.17416338,0.201650305,0.20164053,0.204416152,0.229199078,0.179456653,0.208946883,0.239880769,0.203498786,0.131691135,0.118285847,0.140486062,0.200879445,0.172987948,0.167050755,0.282694463,0.24139309,0.199491778,0.168486963,0.167687235,0.179389122,0.210896433,0.198204313,,
Pakistan,PAK,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,,,,,,,,,,14225049.79,11432435.59,11542611.86,21559936.53,25663596.04,60096041.73,36881675.31,128176452.3,131587113,55718364.99,68775653.44,62602165.54,95085154.56,65582901.15,58973266.51,44674213.1,78689630.09,72701343.09,79172417.44,85506691.65,114980805.4,110713690.5,117134203,105218546.7,89697913.82,106400539.2,127255462.7,124887676.5,125973643.2,143080607.6,131049020.7,149133630.5,174372011.1,174676798.3,131691135.4,132480149.1,196680487.1,311363139.3,299269149.5,288997805.9,520157812.8,538306590.2,470800597.2,409423320.7,432633066.2,514846779.6,624253441.1,638217887,,
Pakistan,PAK,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,,6.909113086,11.94755937,16.13119732,14.16086338,16.65387271,16.23842756,16.47268501,20.22592178,17.20507791,14.69971161,12.28214419,17.18434994,12.97240779,13.31628135,13.95668331,17.98950983,16.34593803,11.32618708,14.14342295,12.32894433,9.985365276,10.26916838,11.55271254,10.3511085,11.5279745,13.50780052,17.06122082,18.66534692,18.83764993,16.96456902,12.83276459,12.71808267,8.944681939,13.09704998,14.52903541,15.01237035,14.14710047,15.26425445,16.49460259,17.34733556,16.7853935,14.16862733,,
Pakistan,PAK,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,,,,,,,,,,,,,,,,,937420088.8,1888945340,3096587003,3018180624,4263593278,4935300913,5457189956,6430601041,5865212964,4949691505,4027226113,6095433389,5205840777,5543904669,5824862002,8368855208,8032573566,5874092719,7358448418,7532044462,6301464692,6360291658,7119482837,6461818738,8418354766,9641049936,12401992031,16021732119,18837649933,19000317298,17965870428,19713028136,15474299755,22657896468,26733425162,33477585876,33387157115,37092138306,42556074685,49786853071,49684764753,45622980006,,
Pakistan,PAK,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.662161623,1.600978734,1.616679524,1.674708017,1.69165177,1.731920845,1.790420035,1.89087107,1.909128934,1.899692342,1.84826627,1.788154259,1.666946398,1.522679852,1.41711529,1.271641671,1.199783851,1.137964376,1.161748393,1.107055313,1.065656953,1.005700598,0.930817653,0.897576062,0.873032837,0.85554107,0.822809753,0.78748407,,
Pakistan,PAK,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693707943.8,744787342.2,794454083.1,868552682.2,880121617.7,1058071515,1129880412,1171126137,1176521152,1185908501,1349704682,1276276214,1211721961,1307019302,1417115290,1424238672,1679697392,1763844782,2009824720,1915205691,1960808793,2242712333,2196729660,2181109830,2252424718,2455402871,2435516870,2535698706,,
Pakistan,PAK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,112.675,112.675,112.675,112.675,112.675,112.675,112.675,112.675,112.131,111.587,111.043,110.499,109.955,109.4036,108.8522,108.3008,107.7494,107.198,106.4772,105.7564,105.0356,104.3148,103.594,101.914,100.234,98.554,96.874,95.194,92.1586,89.1232,86.0878,83.0524,80.017,76.8746,73.7322,70.5898,67.4474,64.305,61.6674,59.0298,56.3922,53.7546,51.117,49.6102,48.1034,46.5966,45.0898,43.583,43.1674,42.7518,42.3362,41.9206,41.505,40.9644,40.4238,39.8832,39.3426,38.802,38.2106,
Pakistan,PAK,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.58898,58.87251,59.45967,59.85725,,58.88983,56.99225,56.16856,,38.65668,34.9108,35.09749,32.24631,
Pakistan,PAK,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.85701,64.70248,64.81425,64.73181,,63.34484,61.48036,60.74045,,43.815,40.09873,39.90954,37.56378,
Pakistan,PAK,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.61633,53.38493,54.43607,55.29904,,54.75266,52.83956,51.95186,,33.91852,30.14074,30.65922,27.32539,
Pakistan,PAK,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,200,200,500,500,1600,9600,9200,11000,13000,14000,14000,14000,15000,16000,17000,18000,19000,20000,22000,
Pakistan,PAK,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,200,200,500,500,1600,9300,8900,11000,13000,14000,13000,13000,14000,15000,16000,17000,18000,19000,20000,
Pakistan,PAK,Age dependency ratio (% of working-age population),SP.POP.DPND,77.27539137,77.97115294,78.38946915,78.72968886,79.2169099,79.92066003,81.12945347,82.44356947,83.75752631,84.87715392,85.69849063,86.65638222,87.28108761,87.64255393,87.85748197,87.99703265,88.13345271,88.13324006,88.03260207,87.85266535,87.61950132,87.60094335,87.42559731,87.17735251,86.93629216,86.73676598,87.17728167,87.60604952,87.98614396,88.24628946,88.34349597,88.93361483,89.26317357,89.37281455,89.31547542,89.11007245,88.68686794,88.0622216,87.25144179,86.24557018,85.04792379,84.06987307,82.90752364,81.6040955,80.22215067,78.80889993,77.51446286,76.19158055,74.85708367,73.52518293,72.21396976,71.1830774,70.16069074,69.16714402,68.22660308,67.35461513,66.70480306,66.09214565,65.51520208,
Pakistan,PAK,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.656857038,7.54745352,7.42955376,7.310898964,7.198971319,7.096989785,7.097195425,7.098495909,7.097597206,7.088043609,7.06662162,7.098791221,7.114049758,7.119505047,7.122703506,7.127409788,7.152839135,7.171303977,7.185326249,7.195842721,7.203788968,7.218719063,7.224123724,7.225353646,7.226540339,7.229991293,7.266397084,7.294865427,7.317697549,7.335628334,7.34919842,7.394625842,7.42671919,7.44875686,7.463504837,7.472862057,7.471924578,7.460944504,7.443027469,7.420203682,7.394560045,7.395609501,7.383286451,7.364342304,7.346388575,7.333612914,7.339427986,7.341483456,7.337449975,7.323145606,7.29793634,7.299443576,7.290194261,7.272027734,7.245456096,7.212947703,7.194138082,7.16494274,7.138296884,
